station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_dir_deg,avg_wind_speed_kmh,avg_sea_level_pres_hpa
13588,Skopje,2021-10-14,Autumn,6.6,3.7,7.3,7.6,260.0,5.9,1020.8
13588,Skopje,2021-10-15,Autumn,7.0,5.2,9.0,0.0,261.0,6.9,1015.8
13588,Skopje,2021-10-16,Autumn,9.1,7.5,11.7,9.4,268.0,7.6,1015.7
13588,Skopje,2021-10-17,Autumn,12.0,9.4,15.8,0.0,250.0,5.0,1020.6
13588,Skopje,2021-10-18,Autumn,13.9,9.2,20.6,0.0,266.0,4.4,1023.5
13588,Skopje,2021-10-19,Autumn,14.8,5.7,19.9,0.0,261.0,4.4,1028.5
13588,Skopje,2021-10-20,Autumn,11.0,4.3,18.9,0.0,349.0,4.9,1028.2
13588,Skopje,2021-10-21,Autumn,11.4,5.6,18.5,0.0,352.0,6.4,1022.1
13588,Skopje,2021-10-22,Autumn,12.6,6.5,17.1,0.0,343.0,4.7,1020.1
13588,Skopje,2021-10-23,Autumn,11.4,9.7,17.7,0.0,325.0,5.0,1021.8
13588,Skopje,2021-10-24,Autumn,10.5,8.6,16.4,3.3,305.0,6.8,1029.4
13588,Skopje,2021-10-25,Autumn,7.7,1.5,16.9,0.0,348.0,5.9,1029.5
13588,Skopje,2021-10-26,Autumn,8.3,0.9,16.9,0.0,0.0,5.9,1025.6
13588,Skopje,2021-10-27,Autumn,8.8,0.9,18.8,0.0,268.0,4.8,1025.8
13588,Skopje,2021-10-28,Autumn,8.2,1.7,16.7,0.0,301.0,3.7,1026.4
13588,Skopje,2021-10-29,Autumn,8.5,0.9,17.1,0.0,334.0,5.0,1024.0
13588,Skopje,2021-10-30,Autumn,9.4,1.9,17.9,0.0,340.0,4.5,1023.1
13588,Skopje,2021-10-31,Autumn,9.2,1.9,16.8,0.0,323.0,4.7,1020.9
13588,Skopje,2021-11-01,Autumn,8.8,1.8,17.8,0.0,349.0,6.3,1015.7
13588,Skopje,2021-11-02,Autumn,9.9,3.1,12.8,0.0,355.0,7.0,1009.4
13588,Skopje,2021-11-03,Autumn,11.9,6.0,13.8,2.8,5.0,6.2,1015.0
13588,Skopje,2021-11-04,Autumn,13.4,9.8,19.0,0.0,14.0,7.2,1017.5
13588,Skopje,2021-11-05,Autumn,15.9,12.6,23.0,0.0,3.0,6.3,1019.0
13588,Skopje,2021-11-06,Autumn,14.6,10.7,18.9,0.1,329.0,4.3,1023.9
13588,Skopje,2021-11-07,Autumn,14.0,9.6,19.4,0.0,3.0,5.7,1022.3
13588,Skopje,2021-11-08,Autumn,13.2,8.9,17.8,0.3,311.0,5.7,1017.1
13588,Skopje,2021-11-09,Autumn,10.8,4.8,15.3,0.0,333.0,4.8,1026.0
13588,Skopje,2021-11-10,Autumn,8.1,3.3,12.1,0.0,12.0,5.7,1033.8
13588,Skopje,2021-11-11,Autumn,8.9,4.2,14.8,0.0,26.0,5.1,1028.6
13588,Skopje,2021-11-12,Autumn,7.7,2.8,13.9,0.0,342.0,4.7,1022.9
13588,Skopje,2021-11-13,Autumn,5.0,0.5,15.1,0.0,343.0,4.5,1022.2
13588,Skopje,2021-11-14,Autumn,7.8,1.6,15.0,0.0,335.0,4.8,1021.8
13588,Skopje,2021-11-15,Autumn,7.3,2.7,13.4,0.0,334.0,4.1,1023.8
13588,Skopje,2021-11-16,Autumn,9.3,7.8,11.4,0.0,349.0,4.3,1025.1
13588,Skopje,2021-11-17,Autumn,8.9,7.7,12.2,0.0,354.0,5.0,1022.8
13588,Skopje,2021-11-18,Autumn,9.1,6.3,12.2,0.0,344.0,3.4,1025.6
13588,Skopje,2021-11-19,Autumn,8.5,3.9,12.5,0.0,277.0,5.0,1027.1
13588,Skopje,2021-11-20,Autumn,9.8,5.5,15.7,0.0,267.0,5.4,1023.1
13588,Skopje,2021-11-21,Autumn,5.4,1.0,14.2,0.0,339.0,5.7,1018.6
13588,Skopje,2021-11-22,Autumn,5.6,1.6,10.8,0.0,344.0,5.1,1016.5
13588,Skopje,2021-11-23,Autumn,8.1,6.3,10.1,0.0,281.0,7.3,1020.2
13588,Skopje,2021-11-24,Autumn,8.1,4.0,9.8,0.0,325.0,4.6,1024.7
13588,Skopje,2021-11-25,Autumn,8.2,6.7,10.5,0.0,27.0,6.2,1020.5
13588,Skopje,2021-11-26,Autumn,6.8,4.3,7.7,0.0,48.0,8.4,1008.5
13588,Skopje,2021-11-27,Autumn,10.1,4.8,15.9,1.1,22.0,7.2,1004.9
13588,Skopje,2021-11-28,Autumn,8.9,5.6,15.9,0.0,29.0,7.3,1002.0
13588,Skopje,2021-11-29,Autumn,9.0,4.4,13.6,6.7,347.0,4.9,997.9
13588,Skopje,2021-11-30,Autumn,2.3,-1.2,5.2,14.5,300.0,10.9,1011.4
13588,Skopje,2021-12-01,Winter,0.4,-13.5,7.3,0.0,16.0,6.7,1017.5
13588,Skopje,2021-12-02,Winter,0.9,-1.7,8.8,0.0,25.0,7.5,1012.2
13588,Skopje,2021-12-03,Winter,7.1,-1.7,11.0,0.0,359.0,7.8,1008.1
13588,Skopje,2021-12-04,Winter,4.9,1.1,8.9,0.8,309.0,5.9,1012.3
13588,Skopje,2021-12-05,Winter,2.8,-1.7,6.4,0.0,2.0,6.7,1009.9
13588,Skopje,2021-12-06,Winter,6.4,4.3,9.7,0.0,310.0,7.3,1005.6
13588,Skopje,2021-12-07,Winter,3.2,2.5,4.2,2.8,269.0,11.1,1006.1
13588,Skopje,2021-12-08,Winter,4.3,0.6,8.7,1.0,297.0,6.6,1012.4
13588,Skopje,2021-12-09,Winter,2.7,-1.9,7.3,0.0,2.0,8.1,1010.5
13588,Skopje,2021-12-10,Winter,5.4,1.0,9.7,2.5,356.0,6.0,1006.9
13588,Skopje,2021-12-11,Winter,2.4,-1.6,3.4,6.9,299.0,7.3,1005.3
13588,Skopje,2021-12-12,Winter,2.9,1.0,3.8,16.0,271.0,5.8,1013.1
13588,Skopje,2021-12-13,Winter,2.4,0.9,4.0,1.0,280.0,7.4,1021.6
13588,Skopje,2021-12-14,Winter,3.5,2.5,4.2,0.0,284.0,11.7,1024.2
13588,Skopje,2021-12-15,Winter,2.7,0.8,4.7,0.0,269.0,6.4,1028.0
13588,Skopje,2021-12-16,Winter,3.9,0.9,6.0,0.0,283.0,7.3,1029.0
13588,Skopje,2021-12-17,Winter,5.7,0.9,10.9,0.0,272.0,10.5,1025.4
13588,Skopje,2021-12-18,Winter,2.8,-0.5,4.2,0.6,292.0,9.4,1025.9
13588,Skopje,2021-12-19,Winter,4.0,1.0,7.0,0.0,250.0,8.4,1021.6
13588,Skopje,2021-12-20,Winter,3.7,-3.4,10.6,0.0,279.0,7.8,1016.9
13588,Skopje,2021-12-21,Winter,1.1,-4.9,5.9,0.0,276.0,7.1,1025.4
13588,Skopje,2021-12-22,Winter,-1.7,-6.0,3.3,0.0,286.0,3.9,1028.7
13588,Skopje,2021-12-23,Winter,-2.1,-6.4,3.5,0.0,333.0,5.1,1028.0
13588,Skopje,2021-12-24,Winter,-1.9,-6.6,4.7,0.0,25.0,6.4,1021.2
13588,Skopje,2021-12-25,Winter,1.0,-4.0,8.0,0.0,26.0,7.2,1017.4
13588,Skopje,2021-12-26,Winter,3.3,-0.1,8.8,0.0,25.0,7.2,1014.6
13588,Skopje,2021-12-27,Winter,6.4,3.0,11.0,0.0,350.0,7.5,1012.2
13588,Skopje,2021-12-28,Winter,4.6,1.8,7.9,0.0,338.0,3.9,1011.6
13588,Skopje,2021-12-29,Winter,6.2,4.5,8.2,0.0,287.0,5.0,1010.0
13588,Skopje,2021-12-30,Winter,7.5,5.9,9.3,2.0,271.0,8.0,1018.0
13588,Skopje,2021-12-31,Winter,5.8,1.2,13.2,0.0,243.0,6.8,1025.2
13588,Skopje,2022-01-01,Winter,7.3,0.3,17.2,0.0,293.0,5.7,1023.4
13588,Skopje,2022-01-02,Winter,12.5,2.8,16.6,0.0,254.0,5.6,1026.2
13588,Skopje,2022-01-03,Winter,3.8,0.2,10.2,0.0,323.0,3.9,1020.3
13588,Skopje,2022-01-04,Winter,4.4,-0.5,12.6,0.0,348.0,5.7,1016.5
13588,Skopje,2022-01-05,Winter,3.2,-1.1,8.8,0.0,3.0,6.8,1011.9
13588,Skopje,2022-01-06,Winter,5.4,0.5,10.8,0.0,348.0,7.6,1012.0
13588,Skopje,2022-01-07,Winter,4.6,1.2,6.3,0.5,299.0,5.3,1019.3
13588,Skopje,2022-01-08,Winter,4.1,2.8,6.4,0.0,355.0,4.0,1014.0
13588,Skopje,2022-01-09,Winter,5.5,2.3,7.5,0.0,316.0,4.3,1005.0
13588,Skopje,2022-01-10,Winter,1.0,-0.1,4.5,5.8,282.0,6.8,1004.3
13588,Skopje,2022-01-11,Winter,1.4,-0.3,3.4,12.2,272.0,12.5,1015.8
13588,Skopje,2022-01-12,Winter,-0.1,-2.0,2.0,0.0,297.0,11.1,1028.5
13588,Skopje,2022-01-13,Winter,-2.6,-6.5,0.6,0.0,280.0,8.5,1036.6
13588,Skopje,2022-01-14,Winter,-1.9,-6.8,6.0,0.0,239.0,6.2,1029.2
13588,Skopje,2022-01-15,Winter,3.3,-2.2,8.9,0.0,274.0,7.1,1025.9
13588,Skopje,2022-01-16,Winter,0.7,-5.1,7.0,0.0,303.0,5.7,1028.5
13588,Skopje,2022-01-17,Winter,-0.5,-5.8,6.9,0.0,268.0,5.4,1024.5
13588,Skopje,2022-01-18,Winter,3.1,-1.9,6.9,0.0,311.0,8.8,1029.7
13588,Skopje,2022-01-19,Winter,0.8,-4.1,7.2,0.0,250.0,5.0,1032.9
13588,Skopje,2022-01-20,Winter,-2.2,-6.8,4.0,0.0,9.0,6.7,1024.4
13588,Skopje,2022-01-21,Winter,-0.5,-4.1,1.6,6.5,280.0,4.7,1021.2
13588,Skopje,2022-01-22,Winter,-2.6,-7.3,2.8,0.4,244.0,5.6,1022.4
13588,Skopje,2022-01-23,Winter,-1.7,-4.5,1.5,0.0,310.0,8.4,1026.5
13588,Skopje,2022-01-24,Winter,-3.4,-6.6,-1.0,0.3,323.0,8.0,1031.0
13588,Skopje,2022-01-25,Winter,-4.2,-8.3,1.4,0.0,249.0,6.3,1032.6
13588,Skopje,2022-01-26,Winter,0.0,-9.0,3.9,0.0,230.0,4.9,1028.3
13588,Skopje,2022-01-27,Winter,2.1,-0.6,6.6,0.0,245.0,4.1,1027.1
13588,Skopje,2022-01-28,Winter,1.4,-6.2,7.7,0.0,283.0,5.4,1024.0
13588,Skopje,2022-01-29,Winter,2.6,-3.9,5.2,0.0,289.0,7.3,1026.4
13588,Skopje,2022-01-30,Winter,1.1,-4.8,8.7,0.2,232.0,4.9,1020.9
13588,Skopje,2022-01-31,Winter,5.0,-0.7,9.9,0.0,309.0,6.6,1014.6
13588,Skopje,2022-02-01,Winter,0.9,-0.2,2.2,0.0,271.0,6.7,1006.6
13588,Skopje,2022-02-02,Winter,2.9,-2.4,7.4,4.6,274.0,6.6,1009.9
13588,Skopje,2022-02-03,Winter,3.9,-4.0,7.6,0.0,294.0,10.6,1019.7
13588,Skopje,2022-02-04,Winter,1.5,-2.8,7.8,0.0,314.0,6.0,1023.4
13588,Skopje,2022-02-05,Winter,0.7,-4.5,5.9,0.0,302.0,4.5,1021.7
13588,Skopje,2022-02-06,Winter,4.9,1.6,11.9,0.0,330.0,5.5,1023.9
13588,Skopje,2022-02-07,Winter,2.6,-1.7,9.2,0.0,354.0,9.1,1011.6
13588,Skopje,2022-02-08,Winter,3.2,0.1,5.6,1.5,285.0,13.2,1021.6
13588,Skopje,2022-02-09,Winter,6.4,2.2,13.5,1.5,236.0,7.6,1029.3
13588,Skopje,2022-02-10,Winter,6.1,-0.7,14.6,0.0,288.0,5.1,1028.8
13588,Skopje,2022-02-11,Winter,5.5,-1.5,15.3,0.0,295.0,4.2,1025.0
13588,Skopje,2022-02-12,Winter,5.3,0.1,11.5,0.0,286.0,7.7,1028.9
13588,Skopje,2022-02-13,Winter,5.3,3.5,8.7,0.0,355.0,4.7,1028.5
13588,Skopje,2022-02-14,Winter,5.8,2.5,12.2,0.5,29.0,5.9,1024.3
13588,Skopje,2022-02-15,Winter,4.4,0.9,10.5,0.0,18.0,7.2,1022.8
13588,Skopje,2022-02-16,Winter,7.9,3.3,13.4,0.0,1.0,7.0,1018.1
13588,Skopje,2022-02-17,Winter,7.4,3.0,15.6,0.0,344.0,6.2,1012.5
13588,Skopje,2022-02-18,Winter,9.3,1.8,15.5,0.0,273.0,6.6,1017.3
13588,Skopje,2022-02-19,Winter,8.3,-0.8,17.1,0.0,326.0,5.9,1019.5
13588,Skopje,2022-02-20,Winter,9.4,3.5,17.2,0.0,337.0,4.9,1018.1
13588,Skopje,2022-02-21,Winter,8.7,3.7,16.2,0.0,11.0,6.1,1011.3
13588,Skopje,2022-02-22,Winter,5.9,4.4,8.2,2.8,295.0,8.3,1008.4
13588,Skopje,2022-02-23,Winter,8.3,2.6,11.7,0.0,282.0,8.7,1021.4
13588,Skopje,2022-02-24,Winter,7.4,-2.0,12.7,0.0,294.0,8.8,1024.5
13588,Skopje,2022-02-25,Winter,3.1,-3.0,14.0,0.0,289.0,4.4,1020.1
13588,Skopje,2022-02-26,Winter,6.0,-0.7,14.4,0.0,122.0,5.6,1020.0
13588,Skopje,2022-02-27,Winter,3.7,1.0,5.4,5.8,231.0,6.2,1019.6
13588,Skopje,2022-02-28,Winter,3.1,1.5,5.6,9.7,293.0,7.7,1022.5
13588,Skopje,2022-03-01,Spring,1.6,0.2,3.8,0.0,245.0,5.6,1024.3
13588,Skopje,2022-03-02,Spring,3.1,0.8,7.0,0.0,296.0,8.0,1021.1
13588,Skopje,2022-03-03,Spring,4.3,-1.2,10.7,0.0,259.0,6.0,1017.1
13588,Skopje,2022-03-04,Spring,4.1,-2.1,10.5,0.0,280.0,3.5,1014.8
13588,Skopje,2022-03-05,Spring,3.5,0.1,6.5,0.0,228.0,5.2,1014.8
13588,Skopje,2022-03-06,Spring,1.2,0.0,3.0,17.2,13.0,3.4,1013.1
13588,Skopje,2022-03-07,Spring,2.3,1.0,4.8,0.0,300.0,4.9,1015.1
13588,Skopje,2022-03-08,Spring,0.9,-0.8,3.6,0.0,317.0,7.3,1017.4
13588,Skopje,2022-03-09,Spring,1.3,-1.9,6.2,0.0,307.0,10.4,1020.0
13588,Skopje,2022-03-10,Spring,1.0,-2.2,5.0,0.5,242.0,6.0,1022.7
13588,Skopje,2022-03-11,Spring,-0.2,-2.1,4.2,0.0,314.0,8.3,1027.8
13588,Skopje,2022-03-12,Spring,0.7,-2.6,7.1,0.0,293.0,7.8,1030.3
13588,Skopje,2022-03-13,Spring,0.9,-6.2,10.5,0.0,208.0,5.0,1029.4
13588,Skopje,2022-03-14,Spring,5.1,-2.7,12.4,0.0,203.0,5.4,1034.2
13588,Skopje,2022-03-15,Spring,3.6,-3.8,17.9,0.0,205.0,4.4,1034.4
13588,Skopje,2022-03-16,Spring,7.4,2.9,15.0,0.0,301.0,4.4,1025.2
13588,Skopje,2022-03-17,Spring,7.9,6.2,12.0,0.3,269.0,5.0,1027.3
13588,Skopje,2022-03-18,Spring,5.9,0.5,9.3,0.5,92.0,6.4,1035.4
13588,Skopje,2022-03-19,Spring,2.9,-3.4,11.2,0.0,99.0,6.5,1037.5
13588,Skopje,2022-03-20,Spring,3.4,-1.9,11.4,0.0,131.0,5.8,1038.0
13588,Skopje,2022-03-21,Spring,4.0,-2.5,10.5,0.0,301.0,8.5,1034.6
13588,Skopje,2022-03-22,Spring,9.2,1.0,15.5,0.0,297.0,10.7,1030.6
13588,Skopje,2022-03-23,Spring,10.6,6.0,17.4,0.0,304.0,8.5,1028.0
13588,Skopje,2022-03-24,Spring,12.2,2.7,20.9,0.0,278.0,8.9,1024.7
13588,Skopje,2022-03-25,Spring,13.3,6.1,21.2,0.0,295.0,11.9,1023.0
13588,Skopje,2022-03-26,Spring,12.2,5.4,21.6,0.0,243.0,5.6,1027.3
13588,Skopje,2022-03-27,Spring,12.3,2.3,22.8,0.0,245.5,5.25,1026.3
13588,Skopje,2022-03-28,Spring,11.7,5.1,17.9,0.0,248.0,4.9,1025.3
13588,Skopje,2022-03-29,Spring,12.5,5.5,20.5,0.0,121.0,4.0,1016.5
13588,Skopje,2022-03-30,Spring,11.8,3.5,18.9,0.0,34.0,6.2,1010.8
13588,Skopje,2022-03-31,Spring,12.9,10.6,16.3,0.3,68.0,10.0,1003.2
13588,Skopje,2022-04-01,Spring,14.7,10.6,20.4,7.9,47.0,7.7,998.7
13588,Skopje,2022-04-02,Spring,11.5,5.9,17.4,0.0,274.0,11.4,1003.0
13588,Skopje,2022-04-03,Spring,8.8,3.9,14.0,3.6,309.0,8.3,1010.4
13588,Skopje,2022-04-04,Spring,6.3,2.2,11.0,0.3,7.0,5.5,1019.7
13588,Skopje,2022-04-05,Spring,9.6,5.6,16.3,0.5,9.0,4.3,1014.1
13588,Skopje,2022-04-06,Spring,13.3,3.5,21.1,0.0,51.0,7.0,1012.7
13588,Skopje,2022-04-07,Spring,11.6,9.1,16.9,0.0,18.0,5.9,1004.0
13588,Skopje,2022-04-08,Spring,14.9,5.3,23.6,0.0,43.0,6.9,1008.3
13588,Skopje,2022-04-09,Spring,15.9,8.9,24.7,0.0,296.0,7.4,1006.3
13588,Skopje,2022-04-10,Spring,8.4,4.3,15.0,0.0,290.0,9.9,1008.3
13588,Skopje,2022-04-11,Spring,9.4,3.6,14.2,0.0,308.0,14.7,1019.8
13588,Skopje,2022-04-12,Spring,9.9,0.0,19.1,0.0,72.0,4.2,1021.8
13588,Skopje,2022-04-13,Spring,12.9,3.0,22.6,0.0,220.0,4.6,1019.2
13588,Skopje,2022-04-14,Spring,14.1,5.0,23.3,0.0,131.0,5.1,1020.8
13588,Skopje,2022-04-15,Spring,16.0,5.8,24.8,0.0,76.0,5.6,1019.6
13588,Skopje,2022-04-16,Spring,15.2,8.0,21.8,0.0,340.0,6.0,1014.7
13588,Skopje,2022-04-17,Spring,7.6,5.2,12.2,1.5,287.0,11.2,1014.2
13588,Skopje,2022-04-18,Spring,6.8,4.4,10.5,0.8,314.0,8.1,1012.0
13588,Skopje,2022-04-19,Spring,8.9,4.0,14.2,0.0,242.0,5.8,1012.9
13588,Skopje,2022-04-20,Spring,7.0,3.9,12.7,0.0,299.0,7.0,1014.1
13588,Skopje,2022-04-21,Spring,6.8,1.5,10.3,0.0,2.0,5.1,1017.1
13588,Skopje,2022-04-22,Spring,13.9,5.9,20.8,1.5,59.0,10.0,1009.6
13588,Skopje,2022-04-23,Spring,14.8,9.3,23.3,0.0,357.0,5.6,1008.4
13588,Skopje,2022-04-24,Spring,16.0,7.3,25.6,0.0,292.0,5.7,1010.1
13588,Skopje,2022-04-25,Spring,18.3,9.5,26.6,0.0,275.0,8.8,1009.1
13588,Skopje,2022-04-26,Spring,17.6,7.6,26.1,0.0,263.0,6.4,1012.7
13588,Skopje,2022-04-27,Spring,18.3,9.2,26.9,0.0,312.0,4.7,1014.0
13588,Skopje,2022-04-28,Spring,16.5,12.3,21.0,0.0,312.0,9.3,1017.4
13588,Skopje,2022-04-29,Spring,14.8,11.4,19.2,0.0,304.0,7.9,1020.6
13588,Skopje,2022-04-30,Spring,15.2,11.8,22.9,0.0,227.0,4.7,1018.6
13588,Skopje,2022-05-01,Spring,15.7,11.1,19.1,4.3,81.0,7.0,1017.4
13588,Skopje,2022-05-02,Spring,11.9,9.9,17.4,9.3,20.0,6.1,1014.2
13588,Skopje,2022-05-03,Spring,11.2,8.9,15.8,12.7,306.0,3.6,1014.3
13588,Skopje,2022-05-04,Spring,15.1,5.0,22.6,0.0,256.0,5.1,1017.5
13588,Skopje,2022-05-05,Spring,16.8,7.8,24.8,0.0,268.0,4.5,1019.9
13588,Skopje,2022-05-06,Spring,16.2,10.5,23.4,0.0,92.0,6.9,1020.1
13588,Skopje,2022-05-07,Spring,17.2,11.6,24.1,0.0,79.0,8.7,1018.9
13588,Skopje,2022-05-08,Spring,17.2,8.8,22.3,0.0,59.0,5.8,1019.3
13588,Skopje,2022-05-09,Spring,17.1,9.3,27.2,0.0,235.0,4.5,1019.7
13588,Skopje,2022-05-10,Spring,17.9,9.2,26.9,0.0,258.0,6.2,1019.3
13588,Skopje,2022-05-11,Spring,21.1,11.4,26.6,0.0,283.0,5.6,1019.5
13588,Skopje,2022-05-12,Spring,20.5,11.3,29.4,0.0,238.0,3.5,1020.1
13588,Skopje,2022-05-13,Spring,21.4,12.0,30.7,0.0,190.0,4.1,1017.0
13588,Skopje,2022-05-14,Spring,21.5,14.1,29.1,0.0,296.0,7.5,1015.7
13588,Skopje,2022-05-15,Spring,20.4,12.9,27.8,0.0,264.0,5.2,1017.9
13588,Skopje,2022-05-16,Spring,25.0,10.9,30.5,0.0,280.0,5.4,1018.4
13588,Skopje,2022-05-17,Spring,20.1,12.7,30.2,0.0,350.0,4.3,1015.9
13588,Skopje,2022-05-18,Spring,17.7,13.9,22.2,0.5,308.0,9.5,1017.7
13588,Skopje,2022-05-19,Spring,17.4,6.9,30.1,0.0,273.0,6.3,1026.8
13588,Skopje,2022-05-20,Spring,18.9,8.9,28.7,0.0,231.0,5.2,1025.2
13588,Skopje,2022-05-21,Spring,21.8,10.4,32.1,0.0,271.0,5.3,1017.2
13588,Skopje,2022-05-22,Spring,21.6,14.8,28.0,0.0,264.0,7.4,1011.9
13588,Skopje,2022-05-23,Spring,19.0,12.7,24.3,0.2,269.0,4.4,1010.9
13588,Skopje,2022-05-24,Spring,20.1,14.6,32.5,0.0,46.0,4.9,1010.6
13588,Skopje,2022-05-25,Spring,25.8,15.6,33.6,0.0,38.0,6.2,1014.3
13588,Skopje,2022-05-26,Spring,28.9,16.75,33.6,0.0,155.0,5.6,1015.95
13588,Skopje,2022-05-27,Spring,25.4,17.9,32.7,0.0,272.0,5.0,1017.6
13588,Skopje,2022-05-28,Spring,23.3,17.8,29.9,0.0,16.0,5.3,1010.8
13588,Skopje,2022-05-29,Spring,17.2,14.2,26.2,3.3,317.0,4.9,1007.7
13588,Skopje,2022-05-30,Spring,18.4,13.4,27.7,9.7,16.0,4.5,1011.1
13588,Skopje,2022-05-31,Spring,22.7,14.3,31.8,0.0,224.0,4.9,1015.1
13588,Skopje,2022-06-01,Summer,23.3,15.1,31.7,0.0,148.0,5.0,1015.1
13588,Skopje,2022-06-02,Summer,21.7,16.6,33.5,0.0,325.0,5.4,1015.8
13588,Skopje,2022-06-03,Summer,25.9,20.0,33.3,0.0,237.0,6.8,1018.0
13588,Skopje,2022-06-04,Summer,26.6,19.1,34.9,0.0,282.0,5.9,1017.4
13588,Skopje,2022-06-05,Summer,29.8,20.0,36.7,0.0,267.0,5.3,1015.2
13588,Skopje,2022-06-06,Summer,24.5,19.4,33.0,0.3,222.0,5.7,1013.4
13588,Skopje,2022-06-07,Summer,23.2,15.4,30.4,0.0,109.0,4.4,1012.3
13588,Skopje,2022-06-08,Summer,21.2,18.4,27.1,0.0,83.0,5.3,1009.5
13588,Skopje,2022-06-09,Summer,19.1,13.7,28.2,11.1,36.0,5.4,1007.0
13588,Skopje,2022-06-10,Summer,18.9,16.1,23.0,0.3,255.0,4.5,1007.0
13588,Skopje,2022-06-11,Summer,18.6,16.7,21.3,22.6,284.0,8.0,1010.7
13588,Skopje,2022-06-12,Summer,21.1,18.2,25.5,4.1,284.0,8.5,1013.7
13588,Skopje,2022-06-13,Summer,22.8,17.6,29.7,0.3,235.0,4.9,1014.1
13588,Skopje,2022-06-14,Summer,21.2,18.7,28.2,4.6,308.0,6.8,1016.1
13588,Skopje,2022-06-15,Summer,21.6,14.5,28.3,0.3,244.0,5.5,1019.3
13588,Skopje,2022-06-16,Summer,21.8,13.2,29.9,0.0,226.0,5.6,1018.4
13588,Skopje,2022-06-17,Summer,21.2,16.6,26.7,5.3,291.0,5.6,1017.6
13588,Skopje,2022-06-18,Summer,23.6,17.5,28.9,0.0,306.0,8.7,1018.2
13588,Skopje,2022-06-19,Summer,21.8,15.6,29.7,0.0,215.0,5.4,1018.0
13588,Skopje,2022-06-20,Summer,23.5,13.8,32.0,0.0,219.0,4.9,1013.3
13588,Skopje,2022-06-21,Summer,26.4,17.2,34.5,0.0,291.0,5.8,1010.8
13588,Skopje,2022-06-22,Summer,25.8,18.7,33.4,0.0,271.0,4.3,1011.3
13588,Skopje,2022-06-23,Summer,25.4,19.5,35.8,0.0,2.0,5.9,1011.4
13588,Skopje,2022-06-24,Summer,23.8,18.4,31.0,9.1,257.0,4.2,1013.4
13588,Skopje,2022-06-25,Summer,24.2,18.9,31.0,15.5,66.0,4.8,1013.0
13588,Skopje,2022-06-26,Summer,23.6,17.2,29.7,0.0,288.0,4.2,1015.1
13588,Skopje,2022-06-27,Summer,24.5,16.7,31.8,0.0,287.0,4.7,1016.7
13588,Skopje,2022-06-28,Summer,25.2,17.7,33.0,0.0,269.0,5.7,1016.0
13588,Skopje,2022-06-29,Summer,25.5,16.3,32.5,0.0,121.0,3.9,1014.6
13588,Skopje,2022-06-30,Summer,26.5,21.3,32.1,0.7,314.0,5.3,1013.1
13588,Skopje,2022-07-01,Summer,26.6,21.2,32.1,0.2,249.0,4.9,1014.1
13588,Skopje,2022-07-02,Summer,26.9,20.7,34.8,1.9,231.0,6.0,1016.1
13588,Skopje,2022-07-03,Summer,25.8,18.5,31.9,0.0,259.0,4.7,1016.6
13588,Skopje,2022-07-04,Summer,26.1,20.8,31.7,0.0,224.0,4.9,1015.1
13588,Skopje,2022-07-05,Summer,25.7,19.7,32.4,4.0,293.0,4.6,1014.4
13588,Skopje,2022-07-06,Summer,24.7,18.5,30.7,0.0,319.0,5.6,1014.2
13588,Skopje,2022-07-07,Summer,23.9,16.1,30.6,0.0,279.0,6.9,1015.0
13588,Skopje,2022-07-08,Summer,20.8,15.2,29.0,15.8,229.0,5.7,1013.3
13588,Skopje,2022-07-09,Summer,16.5,15.1,17.0,32.5,257.0,8.4,1015.3
13588,Skopje,2022-07-10,Summer,21.3,12.9,26.4,0.0,287.0,8.0,1014.0
13588,Skopje,2022-07-11,Summer,21.2,15.8,26.3,0.0,295.0,7.1,1017.2
13588,Skopje,2022-07-12,Summer,19.8,12.4,26.6,0.0,288.0,7.8,1020.4
13588,Skopje,2022-07-13,Summer,20.6,12.9,27.3,0.0,294.0,6.7,1020.5
13588,Skopje,2022-07-14,Summer,23.1,14.3,31.3,0.0,269.0,6.6,1018.8
13588,Skopje,2022-07-15,Summer,24.8,15.3,33.5,0.0,234.0,6.0,1014.4
13588,Skopje,2022-07-16,Summer,26.7,18.1,35.5,0.0,266.0,5.1,1015.5
13588,Skopje,2022-07-17,Summer,26.3,22.2,31.7,0.0,309.0,7.6,1019.2
13588,Skopje,2022-07-18,Summer,23.4,18.3,30.4,0.0,300.0,5.6,1021.3
13588,Skopje,2022-07-19,Summer,25.1,15.5,31.0,0.0,215.0,5.9,1019.9
13588,Skopje,2022-07-20,Summer,25.2,16.4,32.4,0.0,235.0,5.9,1019.2
13588,Skopje,2022-07-21,Summer,23.0,18.2,34.4,0.0,268.0,5.5,1016.2
13588,Skopje,2022-07-22,Summer,27.3,20.4,36.5,0.0,280.0,7.4,1015.3
13588,Skopje,2022-07-23,Summer,28.7,20.2,38.2,0.0,292.0,4.9,1015.5
13588,Skopje,2022-07-24,Summer,27.8,20.1,38.6,0.0,279.0,6.2,1014.5
13588,Skopje,2022-07-25,Summer,26.8,18.8,34.3,0.0,270.0,5.4,1013.7
13588,Skopje,2022-07-26,Summer,27.0,18.5,36.6,0.0,226.0,4.8,1010.1
13588,Skopje,2022-07-27,Summer,28.0,22.0,35.5,0.0,272.0,6.5,1010.3
